,text,cleaned,polarity,subjectivity,sentiment,neg,neu,pos,compound,text_len,text_word_count
899,"Apple iPhone 14 series launching on 7 September, 2022.

https://t.co/q09ryxiXa5
Image from .@theapplehub
#Apple #appleevent #iPhone14 #appledailytw #iPhone #iphone14pro #Iphone14ProMax https://t.co/AdS8ivBjbS",apple iphone 14 series launching on 7 september 2022 image from apple appleevent iphone14 appledailytw iphone iphone14pro iphone14promax ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,137,18
900,"Dodge unveils Charger EV concept that is faster and louder than a Hellcat – TechCrunch 
https://t.co/X6hap41uvZ
#SEO #Google #Apple  #IOS #cybersecurity #Robotics #IOT #AI #software #telecom

Dodge revealed Wednesday an EV concept that looks — a...",dodge unveils charger ev concept that is faster and louder than hellcat techcrunch seo google apple ios cybersecurity robotics iot ai software telecom dodge revealed wednesday an ev concept that looks ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,201,31
901,"Apple iPhone 14 Series event might be launching on September 7th.

#Apple #iPhone14 #iPhone14Max 
#iPhone14Pro #iPhone14ProMax",apple iphone 14 series event might be launching on september 7th apple iphone14 iphone14max iphone14pro iphone14promax,0.0,0.0,neutral,0.0,1.0,0.0,0.0,118,16
902,"Apple becomes the first tech giant to explicitly ban caste-based discrimination

Apple has become one of the first tech giants to address the issue of caste discrimination by banning it in the code of conduct.❤️

#Apple https://t.co/8mGHkBfaMp",apple becomes the first tech giant to explicitly ban caste based discrimination apple has become one of the first tech giants to address the issue of caste discrimination by banning it in the code of conduct apple ,0.16666666666666666,0.5555555555555555,negative,0.091,0.909,0.0,-0.5574,214,37
903,"Apple tells staff to come into the office for at least three days a week https://t.co/2VsdkQnEKh 

#Apple #semiconductor",apple tells staff to come into the office for at least three days week apple semiconductor,-0.3,0.4,neutral,0.0,1.0,0.0,0.0,90,16
904,"What’s the innovative potential of Open RAN? It’s all about the RIC 
https://t.co/QMLaMRkJaH
#SEO #Google #Apple  #IOS #cybersecurity #Robotics #IOT #AI #software #telecom

The RIC is key to Open RAN network programmability and automation
Looking past the TCO benefits as...",what the innovative potential of open ran it all about the ric seo google apple ios cybersecurity robotics iot ai software telecom the ric is key to open ran network programmability and automation looking past the tco benefits as ,0.041666666666666664,0.7083333333333334,positive,0.0,0.871,0.129,0.6705,230,39
905,"Best affordable iPhone plans for 2022.

#iPhone14 #rumors #updates #iphone14max #Pricing #planning #bestof2022 #trending #apple #iphonephotography #iphoneonly #rapidhacek #royalrapidhacek #technews #techhouse

Citations from:
https://t.co/HhKzQ6GKFJ https://t.co/lvJcHoWb2k",best affordable iphone plans for 2022 iphone14 rumors updates iphone14max pricing planning bestof2022 trending apple iphonephotography iphoneonly rapidhacek royalrapidhacek technews techhouse citations from ,1.0,0.3,positive,0.0,0.84,0.16,0.6369,207,23
906,"Wordle’s upgraded Wordlebot has a new recommended starting word 
https://t.co/4159P2GAbW
#SEO #Google #Apple  #IOS #cybersecurity #Robotics #IOT #AI #software #telecom

  The New York Times has made a few upgrades to its Wordle assistant WordleBot, and that includes a ne...",wordle upgraded wordlebot has new recommended starting word seo google apple ios cybersecurity robotics iot ai software telecom the new york times has made few upgrades to its wordle assistant wordlebot and that includes ne ,0.018181818181818174,0.2772727272727273,positive,0.0,0.95,0.05,0.2023,224,35
907,"Best affordable iPhone plans for 2022.

#iPhone14 #rumors #updates #iphone14max #Pricing #planning #bestof2022 #trending #apple #iphonephotography #iphoneonly #rapidhacek #royalrapidhacek #technews #techhouse

Citations from:
https://t.co/TMCo6nthsm https://t.co/Afn6krikip",best affordable iphone plans for 2022 iphone14 rumors updates iphone14max pricing planning bestof2022 trending apple iphonephotography iphoneonly rapidhacek royalrapidhacek technews techhouse citations from ,1.0,0.3,positive,0.0,0.84,0.16,0.6369,207,23
908,"Apple iPhone 13 Pro Max (128GB) - Sierra Blue https://t.co/jpVC4w9HqD via @amazon
BrandAppleOperating SystemIOS 14Memory Storage Capacity128 GBScreen Size6.7 InchesItem Dimensions LxWxH8 x 78 x 161 Millimeters
#apple https://t.co/2f5kn3zuGn",apple iphone 13 pro max 128gb sierra blue via brandappleoperating systemios 14memory storage capacity128 gbscreen size6 7 inchesitem dimensions lxwxh8 78 161 millimeters apple ,0.0,0.1,neutral,0.0,1.0,0.0,0.0,176,24
909,"📢 Apple has released iOS 15.6.1, along with a warning to update now, because it fixes two security holes already being used to attack iPhones.

#iOS #ios156 #iOS1561 #Apple #iOSUpdate https://t.co/gxxslz9n9G", apple has released ios 15 6 1 along with warning to update now because it fixes two security holes already being used to attack iphones ios ios156 ios1561 apple iosupdate ,0.0,0.0,negative,0.167,0.76,0.073,-0.4767,172,30
910,"LOFI- life’s getting better🙏🏼⚜️

#apple #cryptocurrency #live #love #life #faith https://t.co/pVKKQh1R6G",lofi life getting better apple cryptocurrency live love life faith ,0.37878787878787873,0.5333333333333333,positive,0.0,0.414,0.586,0.872,67,10
911,"Without a doubt, this cycle is for the oil &amp; gas majors. Saudi #Aramco's Q2 record profit exceeds combined Q2 2022 profits of #Apple, #Microsoft, #Meta, &amp; #Tesla.

The demand for oil and gas will eventually fall in the ""long term"" due to the threat of cli…https://t.co/OkJLBhbYFy",without doubt this cycle is for the oil amp gas majors saudi aramco q2 record profit exceeds combined q2 2022 profits of apple microsoft meta amp tesla the demand for oil and gas will eventually fall in the long term due to the threat of cli ,-0.0875,0.3875,positive,0.091,0.762,0.147,0.4606,242,46
912,"I develop #games for all major platforms - PC, Mac, #Mobile (ios and android), #Apple TV, #WebGL, #Linux, #VR. What's your project. https://t.co/3OUrrqVDFu https://t.co/loeGp6jJWu",i develop games for all major platforms pc mac mobile ios and android apple tv webgl linux vr what your project ,0.0625,0.5,neutral,0.0,1.0,0.0,0.0,112,21
913,Apple iPhone 14 expected to arrive in six colour variants #Apple #iPhone14 https://t.co/3ix9DMpHab,apple iphone 14 expected to arrive in six colour variants apple iphone14 ,-0.1,0.4,neutral,0.0,1.0,0.0,0.0,73,12
914,"""Before Buying A #SmartHome Devices Make Sure They Are Compatible"", Well! that's history, Now! with HOS Smart Home you are free to use different devices from different brands together in one #app for #Apple #iPhone/#iPad &amp; #AppleTV https://t.co/hHTb13Jrrm", before buying smarthome devices make sure they are compatible well that history now with hos smart home you are free to use different devices from different brands together in one app for apple iphone ipad amp appletv ,0.22285714285714286,0.7063492063492063,positive,0.0,0.76,0.24,0.8555,219,37
915,"Driving Success With a Modern Data Architecture and a Hybrid Approach in the Financial Services and Telco Industries 
https://t.co/qP5BPnHjtf
#SEO #Google #Apple  #IOS #cybersecurity #Robotics #IOT #AI #software #telecom

...",driving success with modern data architecture and hybrid approach in the financial services and telco industries seo google apple ios cybersecurity robotics iot ai software telecom ,0.16666666666666666,0.09999999999999999,positive,0.0,0.871,0.129,0.5719,181,26
916,"@Apple if #apple is environmentally conscious, why do you refuse to fix iPad glass or home buttons?  The home button is $0.20 part, the lithium battery and energy use to make the iPad is wasteful.  Why not fix or allow others to fix these items? Instead you brick or trash them.", if apple is environmentally conscious why do you refuse to fix ipad glass or home buttons the home button is 0 20 part the lithium battery and energy use to make the ipad is wasteful why not fix or allow others to fix these items instead you brick or trash them ,0.1,0.5,negative,0.073,0.887,0.04,-0.194,263,51
917,"""Own one of the best scifi shows @12MonkeysSYFY on #Apple. Starring @kirkacevedo https://t.co/OTbSN3pLtc
  #gift #TvSeries #forlife #ad #SyFy""", own one of the best scifi shows on apple starring gift tvseries forlife ad syfy ,0.8,0.65,positive,0.0,0.647,0.353,0.7964,81,15
918,"""Own one of the best scifi shows @12MonkeysSYFY on #Apple. Starring @kirkacevedo https://t.co/s0d4qGXBcb
  #gift #TvSeries #forlife #ad #SyFy""", own one of the best scifi shows on apple starring gift tvseries forlife ad syfy ,0.8,0.65,positive,0.0,0.647,0.353,0.7964,81,15
919,"""Own one of the best scifi shows @12MonkeysSYFY on #Apple. Starring @kirkacevedo https://t.co/lBV8Vco72S
  #gift #TvSeries #forlife #ad #SyFy""", own one of the best scifi shows on apple starring gift tvseries forlife ad syfy ,0.8,0.65,positive,0.0,0.647,0.353,0.7964,81,15
920,"""Own one of the best scifi shows @12MonkeysSYFY on #Apple. Starring @kirkacevedo https://t.co/JoQbU8xpQ5
  #gift #TvSeries #forlife #ad #SyFy""", own one of the best scifi shows on apple starring gift tvseries forlife ad syfy ,0.8,0.65,positive,0.0,0.647,0.353,0.7964,81,15
921,"""Own one of the best scifi shows @12MonkeysSYFY on #Apple. Starring @kirkacevedo https://t.co/tt8iAEfxrq
  #gift #TvSeries #forlife #ad #SyFy""", own one of the best scifi shows on apple starring gift tvseries forlife ad syfy ,0.8,0.65,positive,0.0,0.647,0.353,0.7964,81,15
922,"#BOOK Sale 99¢ for many #ereaders
Wilde Alpha: A Wilde Pack Romance by Crystal Dawn
#Kindle https://t.co/F6SKKF4h3p
#NOOK https://t.co/AGdTis6dBZ
#Apple https://t.co/ZlQYinVcJ2
#Smashwords https://t.co/TA3xVJOhQV
#Scribd https://t.co/uyZ4pvKtqQ
#Paranormal #Vampire #Romance https://t.co/YvEVPEpbRU", book sale 99 for many ereaders wilde alpha wilde pack romance by crystal dawn kindle nook apple smashwords scribd paranormal vampire romance ,0.5,0.5,positive,0.0,0.735,0.265,0.802,142,22
923,"📷 Which #Bora #Purple #Violet color is beautiful? #Samsung #GalaxyZFlip4 or #Apple #iPhone14ProMax? Apple to announce the iPhone 14 Pro Max on Sept 7, according to Bloomberg. Pre-orders on Sept 9. Galaxy Z Flip4 is also on pre-order. First... https://t.co/BWuKzgMLFK", which bora purple violet color is beautiful samsung galaxyzflip4 or apple iphone14promax apple to announce the iphone 14 pro max on sept 7 according to bloomberg pre orders on sept 9 galaxy flip4 is also on pre order first ,0.55,0.6666666666666666,positive,0.0,0.902,0.098,0.5994,224,39
924,"Bows &amp; blades &amp; lasers, oh my! #postapocalypse #Paranormal #Romance 

Available on #kindle #apple #nook #sony #kobo #more 

Coming soon to audio! Wind and Fire (Gathering of the Storms Book 1) https://t.co/510vukmgVS",bows amp blades amp lasers oh my postapocalypse paranormal romance available on kindle apple nook sony kobo more coming soon to audio wind and fire gathering of the storms book 1 ,0.45,0.45,positive,0.071,0.824,0.106,0.296,179,31
925,"We’re getting so close to the official release of iOS 16 to the general public. Are you excited?   
#iOS16 #apple https://t.co/ipVyJ4qZla",we re getting so close to the official release of ios 16 to the general public are you excited ios16 apple ,0.1416666666666667,0.4388888888888889,positive,0.0,0.893,0.107,0.34,107,21
926,"VC presenter is not being initialized prepare for segue IOS swift 
https://t.co/sZNP1bx8GP
#SEO #Google #Apple  #IOS #cybersecurity #Robotics #IOT #AI #software #telecom

Hello i am facing the problem as the prepare for segue function is not working prop...",vc presenter is not being initialized prepare for segue ios swift seo google apple ios cybersecurity robotics iot ai software telecom hello am facing the problem as the prepare for segue function is not working prop ,0.0,0.0,negative,0.07,0.883,0.047,-0.2263,216,36
927,"#Apple aiming to hold a launch event on September 7 to unveil the #iPhone14 line, rolling out the latest version of a product that generates more than half its sales.

https://t.co/AvGBsk2TJC", apple aiming to hold launch event on september 7 to unveil the iphone14 line rolling out the latest version of product that generates more than half its sales ,0.2777777777777778,0.5222222222222223,neutral,0.0,1.0,0.0,0.0,160,28
928,"Which #Bora #Purple #Violet color is beautiful? #Samsung #GalaxyZFlip4 or #Apple #iPhone14ProMax?

Apple to announce the iPhone 14 Pro Max on Sept 7, according to Bloomberg. Pre-orders on Sept 9. Galaxy Z Flip4 is also on pre-order. First orders arriving on the 2nd week of Sept. https://t.co/SXZ4KnDT3t",which bora purple violet color is beautiful samsung galaxyzflip4 or apple iphone14promax apple to announce the iphone 14 pro max on sept 7 according to bloomberg pre orders on sept 9 galaxy flip4 is also on pre order first orders arriving on the 2nd week of sept ,0.3666666666666667,0.4444444444444444,positive,0.0,0.919,0.081,0.5994,263,47
929,"#Apple $AAPL Last 36 months Daily #StockMovement Histogram #Chart
Max downward movement was -12.86%
Max upward movement was 11.98%
Stock majorly moved between -1.67% and 2.11%
Start #investing in #GlobalStocks at https://t.co/peLniI7mrl 
#Investor https://t.co/EYI8UxFMjC", apple aapl last 36 months daily stockmovement histogram chart max downward movement was 12 86 max upward movement was 11 98 stock majorly moved between 1 67 and 2 11 start investing in globalstocks at investor ,0.020833333333333332,0.18888888888888888,negative,0.073,0.927,0.0,-0.3818,211,36
930,"Update iOS 15.6.1 

#Apple #Update #iOS1561 #iPhone https://t.co/IUDDrEJTOp",update ios 15 6 1 apple update ios1561 iphone ,0.0,0.0,neutral,0.0,1.0,0.0,0.0,46,9
931,"How IBM Consulting and the US Open evolve the fan experience and accelerate innovation 
https://t.co/VwH3oZGW9V
#SEO #Google #Apple  #IOS #cybersecurity #Robotics #IOT #AI #software #telecom

                                              IBM® has been",how ibm consulting and the us open evolve the fan experience and accelerate innovation seo google apple ios cybersecurity robotics iot ai software telecom ibm has been,0.0,0.5,positive,0.0,0.836,0.164,0.5994,167,27
